ImageName,Image Id,Discription,,Breed,Gender,age ,size,type
n02088364_13128,578,I want a to arrange a playdate partner for my small size male adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near ampara.black & brown dog sitinng on a red tiled floor.,,beagle,male,adult,small,playdate
n02088364_13464,579,"my dog is a medium size female adult dog  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near monaragala.brown & black dog siting on a sofa.",,beagle,female,adult,medium,playdate
n02088364_13477,580,"I would like to arrannge a playdate partner for my small size male  beagle puppy.it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside.i live near kurunagala.black & brown puppy siting on a green grass ground.",,beagle,male,puppy,small,playdate
n02088364_13484,581,"I have a medium size female beagle puppy it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog we live near galle.brown & black dog sitingnear a window.",,beagle,female,puppy,medium,playdate
n02088364_13572,582,I want a to arrange a crossing partner for my medium size female adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near badulla.brown & white dog siting on a backseat of a vehicle..,,beagle,female,adult,medium,crossing
n02088364_13630,583,"I have a small size  female beagle puppy. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a crossing for my dog we live near trinco.brown & black dog siting inside of a small camp tent.",,beagle,female,puppy,small,crossing
n02088364_13682,584,I want a to arrange a playdate for my medium size female beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near kandy.black & brown dog resting his head on a man's head.,,beagle,female,puppy,medium,playdate
n02088364_13944,585,"my dog is a medium  size male adult beagle dog  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a crossing parrtner for my dog .we live near gampha.black & brown dog siting infront of a plant pot.",,beagle,male,adult,medium,crossing
n02088364_14079,586,"I have a small size  female beagle puppy. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate partner for my dog.we live in matara. black & brown siting near a woman.",,beagle,female,puppy,small,playdate
n02088364_14095,587,I want a to arrange a playdate for my small size male beagle puppy who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near kegalle.brown & black puppy laying on a green grass ground with a red toy ball.,,beagle,male,puppy,small,playdate
n02088364_14369,588,"my dog is a medium size female beagle puppy  it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog .we live near matale.black & brown puppy siting near a kid int the back seat of a vehical.",,beagle,female,puppy,medium,playdate
n02088364_14548,589,"I have a medium size adult  female beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a crossing partner for my dog.we live in matara.black & brown dog laying on a green grass ground.",,beagle,female,adult,medium,crossing
n02088364_14663,590,I want a to arrange a crossing partner for my large size male adult beagle dog who love to play outdoor and very found of athletic and also love doing exercises and it is very polite with other pets and with other people.we live near matale.brown & black dog with a red chain laying ona bed.,,beagle,male,adult,large,crossing
n02088364_14690,591,"my dog is a small female beagle puppy it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers. I want to arrange a playdate for my dog.we live in puttalam.brown & black dog with a blue pendant siting on a floor.",,beagle,female,puppy,small,playdate
n02088364_14779,592,"I have a medium size adult  male beagle dog. it is very athletic,loves exercise,play and outdoor activities is very polite and good with everyone include other dogs and strangers.love to play outside I want to arrange a playdate for my dog we live near kalutara.brow & white dog siting on a green grass ground.",,beagle,male,adult,medium,playdate
